weight,quantity,unit,supplier,material_id,quality,grade,thickness_mm,width_mm,description_i18n,finish_i18n,composition,additional_info,coating,length_mm
8092,,KG,source1,62abde7977bd44592346ae87ce251091,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.0, 'Ca': 0.0005, 'Cr': 0.183, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.428, 'Mo': 0.029, 'N': 0.004, 'Nb': 0.002, 'Ni': 0.038, 'P': 0.0094, 'Si': 0.236, 'Sn': 0.002, 'STA': 0, 'Ti': 0.00216, 'V': 0.004, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
8092,,KG,source1,62abde7977bd44592346ae87ce251091,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.0, 'Ca': 0.0005, 'Cr': 0.183, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.428, 'Mo': 0.029, 'N': 0.004, 'Nb': 0.002, 'Ni': 0.038, 'P': 0.0094, 'Si': 0.236, 'Sn': 0.002, 'STA': 0, 'Ti': 0.00216, 'V': 0.004, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
8092,,KG,source1,62abde7977bd44592346ae87ce251091,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.0, 'Ca': 0.0005, 'Cr': 0.183, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.428, 'Mo': 0.029, 'N': 0.004, 'Nb': 0.002, 'Ni': 0.038, 'P': 0.0094, 'Si': 0.236, 'Sn': 0.002, 'STA': 0, 'Ti': 0.00216, 'V': 0.004, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
8092,,KG,source1,62abde7977bd44592346ae87ce251091,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.0, 'Ca': 0.0005, 'Cr': 0.183, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.428, 'Mo': 0.029, 'N': 0.004, 'Nb': 0.002, 'Ni': 0.038, 'P': 0.0094, 'Si': 0.236, 'Sn': 0.002, 'STA': 0, 'Ti': 0.00216, 'V': 0.004, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
9800,,KG,source1,62abde7977bd44592346ae87ce251091,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.0, 'Ca': 0.0005, 'Cr': 0.183, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.428, 'Mo': 0.029, 'N': 0.004, 'Nb': 0.002, 'Ni': 0.038, 'P': 0.0094, 'Si': 0.236, 'Sn': 0.002, 'STA': 0, 'Ti': 0.00216, 'V': 0.004, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
9800,,KG,source1,62abde7977bd44592346ae87ce251091,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.0, 'Ca': 0.0005, 'Cr': 0.183, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.428, 'Mo': 0.029, 'N': 0.004, 'Nb': 0.002, 'Ni': 0.038, 'P': 0.0094, 'Si': 0.236, 'Sn': 0.002, 'STA': 0, 'Ti': 0.00216, 'V': 0.004, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
9800,,KG,source1,62abde7977bd44592346ae87ce251091,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.0, 'Ca': 0.0005, 'Cr': 0.183, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.428, 'Mo': 0.029, 'N': 0.004, 'Nb': 0.002, 'Ni': 0.038, 'P': 0.0094, 'Si': 0.236, 'Sn': 0.002, 'STA': 0, 'Ti': 0.00216, 'V': 0.004, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
9800,,KG,source1,62abde7977bd44592346ae87ce251091,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.0, 'Ca': 0.0005, 'Cr': 0.183, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.428, 'Mo': 0.029, 'N': 0.004, 'Nb': 0.002, 'Ni': 0.038, 'P': 0.0094, 'Si': 0.236, 'Sn': 0.002, 'STA': 0, 'Ti': 0.00216, 'V': 0.004, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
9800,,KG,source1,62abde7977bd44592346ae87ce251091,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.0, 'Ca': 0.0005, 'Cr': 0.183, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.428, 'Mo': 0.029, 'N': 0.004, 'Nb': 0.002, 'Ni': 0.038, 'P': 0.0094, 'Si': 0.236, 'Sn': 0.002, 'STA': 0, 'Ti': 0.00216, 'V': 0.004, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
11830,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
11830,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
11830,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
11830,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
11830,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
11830,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
11830,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
11830,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
11830,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
11830,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
11830,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
11830,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
11830,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
11830,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
11830,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
11830,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21870,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21870,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21870,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21870,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21870,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21870,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21870,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21870,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21870,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21870,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21870,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21870,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21870,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21870,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21870,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21870,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
18160,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
18160,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
18160,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
18160,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
18160,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
18160,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
18160,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
18160,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
18160,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
18160,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
18160,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
18160,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
18160,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
18160,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
18160,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
18160,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
19195,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
19195,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
19195,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
19195,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
19195,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
19195,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
19195,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
19195,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
19195,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
19195,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
19195,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
19195,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
19195,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
19195,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
19195,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
19195,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21700,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21700,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21700,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21700,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21700,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21700,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21700,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21700,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21700,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21700,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21700,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21700,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21700,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21700,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21700,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21700,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21920,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21920,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21920,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21920,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21920,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21920,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21920,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21920,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21920,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21920,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21920,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21920,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21920,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21920,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21920,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21920,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20415,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20415,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20415,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20415,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20415,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20415,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20415,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20415,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20415,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20415,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20415,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20415,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20415,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20415,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20415,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
20415,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
22070,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
22070,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
22070,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
22070,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
22070,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
22070,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
22070,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
22070,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
22070,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
22070,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
22070,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
22070,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
22070,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
22070,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
22070,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
22070,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
21600,,KG,source2,6858febdc4eae84b8e331bd004ceedb2,,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
